filename,id,split,label,original_path
food_train_5818f465.jpg,5818f465,train,food,/Users/moritz/code_projects/food-not-food/data/raw/food-5k/training/food/312.jpg
non_food_train_58725c47.jpg,58725c47,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/35152.jpg
non_food_train_2a229a7c.jpg,2a229a7c,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/17511.jpg
non_food_train_35f36222.jpg,35f36222,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/food-5k/evaluation/non_food/306.jpg
food_train_7c3adca0.jpg,7c3adca0,train,food,/Users/moritz/code_projects/food-not-food/data/raw/food-5k/training/food/501.jpg
non_food_train_3ba8cf2a.jpg,3ba8cf2a,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/43050.png
food_train_71dd9415.jpg,71dd9415,train,food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/food/1157.jpg
food_train_8b3bb82f.jpg,8b3bb82f,train,food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/food/20481.jpg
food_train_6420a8de.jpg,6420a8de,train,food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/food/46859.jpg
food_train_b3f56bb9.jpg,b3f56bb9,train,food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/food/30085.jpg
food_train_33b386af.jpg,33b386af,train,food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/food/3592.jpg
non_food_train_a086c58b.jpg,a086c58b,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/food-or-not-dataset/train/negative_non_food/training_non_food_1422_aug_0.jpg
non_food_train_1aed29da.jpg,1aed29da,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/food-5k/training/non_food/289.jpg
non_food_train_ec866597.jpg,ec866597,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/7098.jpg
non_food_train_871e0ba9.jpg,871e0ba9,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/food-or-not-dataset/train/negative_non_food/training_non_food_105_aug_0.jpg
food_train_2bf99f07.jpg,2bf99f07,train,food,/Users/moritz/code_projects/food-not-food/data/raw/food-or-not-dataset/train/food_images/validation_food_160_aug_0.jpg
non_food_train_fabaf8d5.jpg,fabaf8d5,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/46586.jpg
non_food_train_214d3c28.jpg,214d3c28,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/22383.jpg
non_food_train_270229f9.jpg,270229f9,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/38099.jpg
non_food_train_974d3407.jpg,974d3407,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/5538.jpg
food_train_7dc66952.jpg,7dc66952,train,food,/Users/moritz/code_projects/food-not-food/data/raw/food-5k/validation/food/291.jpg
non_food_train_6cc4251f.jpg,6cc4251f,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/2694.png
non_food_train_5de0f6af.jpg,5de0f6af,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/6311.jpg
non_food_train_afe0e99b.jpg,afe0e99b,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/2164.jpg
food_train_5468b465.jpg,5468b465,train,food,/Users/moritz/code_projects/food-not-food/data/raw/food-5k/evaluation/food/316.jpg
non_food_train_fa1367bd.jpg,fa1367bd,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/food-5k/training/non_food/162.jpg
non_food_train_4843ed1c.jpg,4843ed1c,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/food-5k/training/non_food/62.jpg
non_food_train_61240c29.jpg,61240c29,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/17978.png
non_food_train_6de65165.jpg,6de65165,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/6914.png
non_food_train_769679e2.jpg,769679e2,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/food-5k/evaluation/non_food/78.jpg
non_food_train_86a0590a.jpg,86a0590a,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/42655.png
food_train_cf5a7077.jpg,cf5a7077,train,food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/food/3055.jpg
food_train_33bace78.jpg,33bace78,train,food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/food/2766.png
non_food_train_f6d42be0.jpg,f6d42be0,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/31563.jpg
non_food_train_09f9953f.jpg,09f9953f,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/28394.jpg
food_train_64d90b4e.jpg,64d90b4e,train,food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/food/46190.jpg
non_food_train_738e3002.jpg,738e3002,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/292.jpg
non_food_train_cc693bcc.jpg,cc693bcc,train,non_food,/Users/moritz/code_projects/food-not-food/data/raw/restaurant_images/non_food/44761.jpg
