restaurantName|reviewerId|rating|reviewDate
Restaurant Bruderhaus|Avanti42|4|2019-11-22
Restaurant Bruderhaus|513gilbertes|5|2019-10-27
Restaurant Bruderhaus|b-wila|1|2019-10-17
Restaurant Bruderhaus|777stefanu|4|2019-10-05
Restaurant Bruderhaus|Wolf505|3|2019-10-01
Restaurant Bruderhaus|HerbertS223|1|2019-09-30
Restaurant Bruderhaus|monexxxxxx|1|2019-09-16
Restaurant Bruderhaus|Baderfamily63|5|2019-08-13
Restaurant Bruderhaus|mercedes109|4|2019-07-29
Restaurant Bruderhaus|Karunkeli|3|2019-05-30
Restaurant Bruderhaus|850harrerm|5|2019-05-01
Restaurant Bruderhaus|ANSGAR_SCHAEFER|4|2018-06-15
Restaurant Bruderhaus|marlenesoltermann|1|2018-05-28
Restaurant Bruderhaus|pionier8|4|2018-03-25
Restaurant Bruderhaus|Steveschild_marsone|2|2017-12-06
Restaurant Bruderhaus|Gizzli|1|2017-11-17
Restaurant Bruderhaus|SabrinaZ664|1|2017-10-22
Restaurant Bruderhaus|MartinaS4023|1|2017-10-15
Restaurant Bruderhaus|Meili44|4|2017-08-31
Restaurant Bruderhaus|alexandero267|5|2017-08-29
Restaurant Bruderhaus|alfredr476|4|2017-08-19
Restaurant Bruderhaus|jasmins963|2|2017-08-13
Restaurant Bruderhaus|SarahK6936|3|2017-08-13
Restaurant Bruderhaus|Fredyjudsg|3|2017-07-24
Restaurant Bruderhaus|EveaD1|1|2017-06-30
Restaurant Bruderhaus|stegi4rex|1|2017-06-16
Restaurant Bruderhaus|djr0germ|5|2017-05-14
Restaurant Bruderhaus|777stefanu|5|2017-04-19
Restaurant Bruderhaus|Maryiajee|1|2016-09-17
Restaurant Bruderhaus|_regional_saisonal_|2|2016-09-16
Restaurant Bruderhaus|andher347|3|2016-08-11
Restaurant Bruderhaus|sery99|3|2016-07-22
Restaurant Bruderhaus|grizzlyb2015|4|2016-07-14
Restaurant Bruderhaus|SalsaYBachata|3|2016-06-04
Restaurant Bruderhaus|ualayan|4|2016-04-11
Restaurant Bruderhaus|ss-gerne-gut|4|2016-04-01
Restaurant Bruderhaus|O7312IWthomash|4|2016-03-12
Restaurant Bruderhaus|ElDudinero|1|2016-02-21
Restaurant Bruderhaus|Druide78|4|2016-01-23
Restaurant Bruderhaus|kariren|4|2015-12-13
Restaurant Bruderhaus|baeumli|4|2015-12-13
Restaurant Bruderhaus|pat_rabbit|2|2015-11-08
Restaurant Bruderhaus|queen_bee_winti|4|2015-07-20
Restaurant Bruderhaus|SCM-FL|4|2014-08-03
Restaurant Bruderhaus|BellaBavaria|2|2014-07-25
Restaurant Bruderhaus|Dieter_Kr|4|2014-06-17
Restaurant Bruderhaus|pfrana|2|2014-05-30
Restaurant Bruderhaus|marcel_gabi|3|2013-08-27
Restaurant Bruderhaus|LinCHK|1|2012-04-16
Restaurant Bruderhaus|chauvi|2|2008-10-02
Restaurant Bruderhaus|Staunender|2|2019-09-01
Restaurant Bruderhaus|nickdW1755NR|4|2016-03-15
Nooba Kesselhaus|vanessamO188ES|3|2023-10-11
Nooba Kesselhaus|k8555|1|2023-06-05
Nooba Kesselhaus|EddaRodriguez|2|2023-03-02
Nooba Kesselhaus|kikky1|1|2022-12-26
Nooba Kesselhaus|Yves_SA|5|2022-07-23
Nooba Kesselhaus|DeniseS1505|2|2022-04-21
Nooba Kesselhaus|X2321PLroberts|1|2022-03-05
Nooba Kesselhaus|andjelinapredolac|3|2022-02-09
Nooba Kesselhaus|Sichernid|3|2022-01-21
Restaurant Pizzeria Rosenberg|451christophf|5|2024-07-11
Restaurant Pizzeria Rosenberg|k8555|2|2022-11-13
Restaurant Pizzeria Rosenberg|MathiasV318|5|2022-09-23
Restaurant Pizzeria Rosenberg|JP6792|4|2021-08-19
Restaurant Pizzeria Rosenberg|Mafa22|5|2021-07-08
Restaurant Pizzeria Rosenberg|Tarsus33|5|2020-11-29
Restaurant Pizzeria Rosenberg|saak_ionsson|5|2020-11-22
Restaurant Pizzeria Rosenberg|StefanA2147|5|2020-11-18
Restaurant Pizzeria Rosenberg|FKoAKo|5|2020-11-14
Restaurant Pizzeria Rosenberg|gianlucao806|5|2020-11-13
Restaurant Pizzeria Rosenberg|MarkusS3978|5|2020-11-03
Restaurant Pizzeria Rosenberg|Extraordinary71350|5|2020-10-30
Restaurant Pizzeria Rosenberg|bolli5|5|2020-09-28
Restaurant Pizzeria Rosenberg|NicoH1435|5|2020-09-28
Restaurant Pizzeria Rosenberg|Imu_Winti|5|2020-09-27
National|Trottellumme|1|2024-08-02
National|Dreamer24185557338|5|2024-07-21
National|IngeE157|3|2024-06-14
National|683hansmartins|5|2024-05-22
National|mariostarkch|1|2024-05-09
National|aradise24855280421|4|2024-03-29
National|357andr_e|5|2024-03-25
National|215marliesm|4|2024-03-12
National|Nomad03752977100|5|2024-01-26
National|LeonardoM2208|4|2023-12-28
National|monikabJ3604VC|5|2023-10-21
National|957maeni|5|2023-10-20
National|GourmetClan|5|2023-10-17
National|340irfang|5|2023-10-15
National|46eduardw|3|2023-08-02
National|wernersY1869EW|2|2023-06-28
National|atdplh|4|2023-03-02
National|danielfreiweber|1|2023-02-23
National|Wunderbeiz|4|2022-05-01
National|coma8610|1|2022-01-25
National|488nerimans|5|2021-08-29
National|trashgsz|4|2021-08-21
National|ne870|4|2021-08-10
National|L4692BEsaras|1|2020-12-20
National|2016SP007|1|2020-11-13
National|dymisler|5|2020-10-29
National|ne870|3|2020-10-12
National|Wunderbeiz|4|2020-10-06
National|364markusv|4|2020-07-06
National|MarkWinti|3|2020-06-08
National|global-swiss|2|2020-03-17
National|helvetica-10_|2|2020-02-21
National|peterroetheli|1|2020-02-12
National|Susy4102|5|2020-02-11
National|terK8052|5|2020-01-19
National|Ziananion|5|2020-01-16
National|dyvoseen|5|2020-01-08
National|KuBaWi|1|2019-12-13
National|snowflake2018|4|2019-11-29
National|Tanzen19|2|2019-11-18
National|KatrinT261|3|2019-11-01
National|mwa1234|2|2019-10-23
National|Seanbischi|5|2019-10-12
National|Fibi83|3|2019-09-16
National|4Levent|4|2019-09-08
National|Luki7021|2|2019-09-05
National|RobPisan|5|2019-09-01
National|MZ-CH|5|2019-08-27
National|413ren_k|5|2019-08-23
National|chris_Curler|4|2019-08-03
National|deberghem|4|2019-07-28
National|8j_r_mes|5|2019-07-20
National|georgf387|5|2019-07-14
National|928elsbethh|5|2019-07-11
National|RenatoW_13|4|2019-07-01
National|Meili44|4|2019-06-29
National|364markusv|4|2019-06-28
National|Winnipinni|3|2019-06-19
National|TravelNishi|4|2019-05-26
National|KuBaWi|4|2019-05-21
National|mux_ch|4|2019-04-06
National|wallaby1973|4|2019-03-19
National|Skarholt|5|2019-02-23
National|uedin|4|2019-01-31
National|406andya|5|2019-01-25
National|Steibock|3|2019-01-20
National|SarahS13288|5|2019-01-01
National|Frei_S|5|2018-12-22
National|peterbZ3522EQ|5|2018-12-02
National|Trutt71|4|2018-11-05
National|413ren_k|4|2018-10-26
National|RolfKH|4|2018-10-06
National|chhllops|4|2018-09-10
National|kathrinc2013|4|2018-09-09
National|alf_auer|5|2018-08-28
National|Beliinda1994|4|2018-08-24
National|Art_ZH8000|4|2018-07-30
National|nstherbert|3|2018-07-26
National|cardoperret|4|2018-07-15
National|dofexcellence|4|2018-06-27
National|SarahS13288|4|2018-05-31
National|juergvnh|1|2018-05-19
National|4961|3|2018-04-29
National|tempcons|2|2018-04-14
National|LeunamGJD|5|2018-04-10
National|white-charlie-girl|4|2018-04-08
National|0601va|4|2018-04-07
National|dominics635|4|2018-04-01
National|helvetica-10_|5|2018-03-24
National|kbbb7|5|2018-03-11
National|dyvoseen|3|2018-03-03
National|Waikoloha|5|2018-03-03
National|Suri-from-Winterthur|4|2018-03-02
National|366sabrinak|5|2018-02-14
National|914christiank|4|2018-02-12
National|KonsiH|5|2018-02-11
National|kswineseller_ch|2|2018-02-05
National|paulakod18|5|2018-01-31
National|Chrigel2014|5|2018-01-24
National|nglishabc|3|2018-01-04
National|831matthiase|5|2017-12-30
National|ThomastheBiker|5|2017-12-30
National|amelliger|5|2017-12-21
National|364markusv|5|2017-12-17
National|ursstirnemann|4|2017-12-10
National|Anjalisp|5|2017-11-30
National|591marianneb|2|2017-11-28
National|Jades007|5|2017-11-18
National|andreabI3144WV|4|2017-10-31
National|WalterK1089|4|2017-10-17
National|Tatjana16|4|2017-10-08
National|D9259CPfrancescad|3|2017-09-21
National|dynueesch|4|2017-09-20
National|uersu44|5|2017-09-18
National|Marcello4444|4|2017-09-13
National|dyvoseen|5|2017-09-12
National|Meili44|4|2017-08-30
National|bewersdorff|4|2017-08-03
National|322fritzw|4|2017-07-25
National|musti1983|5|2017-07-24
National|ANSGAR_SCHAEFER|3|2017-07-21
National|Sunjoly|3|2017-07-18
National|364markusv|5|2017-07-13
National|sarabX5046VF|5|2017-07-11
National|alph7771|4|2017-07-11
National|diti87|5|2017-07-06
National|344irmas|3|2017-07-03
National|Widmausl|4|2017-06-13
National|1968Daniel|5|2017-06-07
National|F_R_J_HR|3|2017-05-25
National|840renator|5|2017-05-25
National|tandra111|5|2017-05-21
National|uisim72|4|2017-05-20
National|Anjalisp|4|2017-05-13
National|Nickarli|3|2017-04-24
National|zin-M|4|2017-04-17
National|Choli74|4|2017-04-15
National|uthk703|2|2017-04-13
National|chuerzeler1|4|2017-04-12
National|cl555|3|2017-04-10
National|helvetica-10_|5|2017-04-02
National|gliwilly6|5|2017-03-22
National|RobinT2072|5|2017-03-12
National|auackerpflug|5|2017-03-05
National|alf_auer|5|2017-03-05
National|UlrichB954|4|2017-02-14
National|hannuluomajoki|5|2017-02-13
National|kariren|5|2017-02-10
National|thomasbT709EP|5|2017-02-01
National|MajaF66|4|2017-01-17
National|Vienna_60|4|2017-01-02
National|572ruedi|5|2016-12-29
National|DemianG43|1|2016-12-24
National|Samnaun|5|2016-12-19
National|xelman46|5|2016-12-19
National|Nomad674571|4|2016-12-19
National|abianp124|2|2016-11-26
National|Nikko_P71|5|2016-11-18
National|marisab2060|5|2016-11-13
National|NataschaS590|1|2016-11-05
National|CecileGuignard|1|2016-10-31
National|85traveller3012|2|2016-10-15
National|dithschellenberg|5|2016-10-12
National|ANSGAR_SCHAEFER|5|2016-10-04
National|Mabrawe|4|2016-09-24
National|Superhirn|4|2016-09-23
National|casta80|4|2016-09-18
National|amelliger|5|2016-09-18
National|sunseeker_CH|2|2016-09-12
National|alexandero267|5|2016-09-09
National|uckassor|3|2016-07-05
National|Mattia103|3|2016-06-30
National|dyvoseen|5|2016-06-27
National|Mala82|3|2016-06-26
National|hrthfzj|4|2016-06-21
National|A6957JGoscarg|4|2016-06-19
National|christophm600|2|2016-06-19
National|744lukask|2|2016-06-16
National|ab7111|5|2016-06-15
National|Susy4102|5|2016-06-14
National|hilippS247|4|2016-06-13
National|ulrichz166|4|2016-05-29
National|kariren|4|2016-05-25
National|pennellac|4|2016-05-22
National|988marija|5|2016-05-21
National|Sanzinia|4|2016-05-11
National|235sandrab|5|2016-05-01
National|marcwyler2|5|2016-04-28
National|StefanAlder|5|2016-04-18
National|josepht85|5|2016-03-19
National|TTo-the-Bike1964|4|2016-03-18
National|454rogerr|5|2016-03-04
National|495beats|2|2016-03-02
National|michaelbam|5|2016-01-27
National|WilhelmSt|4|2016-01-27
National|nfopoint|5|2016-01-12
National|364markusv|5|2016-01-04
National|marisa2016|4|2016-01-03
National|sandramueller_84|3|2016-01-01
National|AnnaLeeW61|4|2016-01-01
National|piccolopiccolo|5|2015-12-23
National|Satoriosaka|4|2015-12-22
National|Crush207|5|2015-12-10
National|chiamsi|4|2015-12-09
National|WATCH2013|3|2015-11-15
National|abianp124|5|2015-11-11
National|dyvoseen|5|2015-10-23
National|877piam|4|2015-08-23
National|343mathiasl|4|2015-08-17
National|Sejla88|1|2015-08-10
National|global-swiss|1|2015-07-28
National|uckassor|1|2015-07-11
National|danielbO9591NP|1|2015-07-07
National|UM2019|5|2015-06-25
National|WernerandM-C|5|2015-05-14
National|O71v3r|4|2015-05-10
National|atriciaK262|3|2015-05-08
National|LandeiKlafi|4|2015-04-06
National|135bettinab|3|2015-03-31
National|Salvatore2608|4|2015-03-30
National|HeinzD403|5|2015-02-18
National|bawely|4|2015-02-18
National|K1960URsergiob|4|2015-01-28
National|715melanief|4|2015-01-20
National|g-mami|4|2015-01-07
National|131RitaS|5|2014-12-31
National|Weltenhuhn|2|2014-12-15
National|DonMeier|5|2014-12-09
National|Wingsflying|4|2014-12-05
National|aco_Switzerland|3|2014-12-02
National|831matthiase|4|2014-12-02
National|Irma1978|1|2014-11-29
National|ElisaSydney|2|2014-11-24
National|846martinal|3|2014-11-09
National|deebreem|5|2014-11-04
National|WernerB600|3|2014-11-04
National|ckgoesadvisor|4|2014-10-07
National|RomanG84|4|2014-07-10
National|seli|4|2014-06-14
National|Grinschel|4|2014-05-20
National|andreassS3626YT|4|2014-05-06
National|cheeky-kea|4|2014-04-30
National|sarahbY9139WY|4|2014-04-24
National|hrthfzj|4|2014-04-15
National|494MarkusM|5|2014-03-06
National|KuBaWi|2|2014-02-05
National|OliFischer87|4|2014-01-30
National|alfredr476|4|2014-01-20
National|mschrofe|4|2014-01-08
National|BettinaDo|5|2014-01-05
National|huggi77|4|2013-12-11
National|AntonioM181|4|2013-09-19
National|DorineAbegg|5|2013-09-03
National|Sunshiine-89|4|2013-08-16
National|thetoubi|4|2013-08-13
National|anelim4|2|2013-07-26
National|cho_lo_wan|3|2013-05-22
National|Incocnito|4|2013-02-22
National|Clausewitzclausewitz|4|2013-02-02
National|bewersdorff|5|2013-01-31
National|OliverA397|5|2013-01-18
National|tschaese|5|2012-12-19
National|gerschellenberg|2|2012-07-24
National|NicoleF740|5|2012-07-01
National|341BarbaraE|5|2012-06-01
National|tzb_12|4|2012-04-15
National|susan65ch|4|2012-02-20
National|Slavie|4|2012-02-20
National|crashburny|4|2012-02-08
National|aco_Switzerland|4|2012-01-30
National|Zoran-K|3|2012-01-29
National|MarionE64|5|2011-12-31
National|NikB545|3|2011-12-20
National|cake100|1|2011-12-17
National|jason7401|2|2011-08-26
National|ClaudiaB98|4|2011-08-09
National|swissy1983|1|2011-07-22
National|Mark7_eleven|3|2011-07-17
National|annina13|4|2011-01-27
National|MTH_Swiss|4|2011-01-20
National|ceair7|5|2010-11-24
National|dg_tipps|4|2010-10-14
National|apinBasel|5|2010-06-02
National|tzschenkel51|5|2020-06-17
National|petrabI212HQ|5|2017-07-12
National|1962-Claude|5|2017-04-30
National|805gwen|4|2017-04-19
National|cliveb548|4|2017-04-16
National|EmilyR61|5|2017-03-31
National|benjaminbZ4157LQ|4|2017-01-29
National|Gert3107|2|2017-01-21
National|KatarinaP525|5|2017-01-19
National|Dublogach|5|2016-12-01
National|ascalR684|5|2016-11-01
National|wipflin|5|2016-10-30
National|Vancouverregular|5|2016-05-03
National|Mr_Z_loves_travel|4|2016-02-28
National|GidiW|4|2016-02-09
National|Abyzkjp|4|2016-02-06
National|cleol666|3|2015-11-02
National|MichaelV763|4|2015-10-01
National|uxuryvoyage|3|2015-08-31
National|terD_13|4|2014-11-13
National|carolinea91|4|2014-11-06
National|JBWexford_Ireland|4|2013-08-28
National|Cosmictrotter|4|2013-02-25
National|BCG84|4|2012-07-18
Grand Cafe du Musee|sandromX807TK|5|2021-08-03
Grand Cafe du Musee|777stefanu|4|2017-07-15
Grand Cafe du Musee|jasmine_winti|5|2015-07-08
Grand Cafe du Musee|DerMargash|5|2017-04-08
Grand Cafe du Musee|TXMISS54|4|2015-03-25
Oliveira|HanspeterF938|5|2024-02-12
DE•TAPAS|k8555|4|2023-06-20
DE•TAPAS|andrettomona|5|2023-06-09
DE•TAPAS|barbarafZ2418DM|5|2023-01-27
DE•TAPAS|minatafu|5|2021-12-26
DE•TAPAS|773heinzm|4|2021-08-26
DE•TAPAS|Wolf505|5|2021-07-19
DE•TAPAS|wintibelle|1|2020-11-29
DE•TAPAS|133melaniem|5|2020-06-20
DE•TAPAS|DDieg0|5|2020-06-03
DE•TAPAS|BarbaraF3782|5|2019-11-27
DE•TAPAS|jorgejalvarez|1|2019-11-23
DE•TAPAS|HaleS114|4|2019-11-21
DE•TAPAS|Rahel34|5|2019-11-02
DE•TAPAS|mario_manolito|5|2019-08-10
DE•TAPAS|Sam5447|5|2019-09-24
DE•TAPAS|arrazaval|5|2019-08-03
El Burrito Feliz Winterthur|HanspeterF938|4|2023-04-02
El Burrito Feliz Winterthur|F2681KUelil|5|2022-01-13
El Burrito Feliz Winterthur|teimen|5|2020-01-03
El Burrito Feliz Winterthur|wallaby1973|4|2019-03-19
El Burrito Feliz Winterthur|Tour26146252565|5|2018-11-10
El Burrito Feliz Winterthur|mizzatina|5|2018-07-18
El Burrito Feliz Winterthur|wintibelle|3|2018-07-09
El Burrito Feliz Winterthur|DanielSanchezRodri|5|2018-06-17
El Burrito Feliz Winterthur|ukyonline|5|2018-06-02
El Burrito Feliz Winterthur|claudiasA7680KV|5|2018-04-24
El Burrito Feliz Winterthur|KimS7169|1|2018-04-04
El Burrito Feliz Winterthur|aurafY439OT|5|2018-02-23
El Burrito Feliz Winterthur|Chhex|4|2018-01-04
El Burrito Feliz Winterthur|Andreadea89|5|2017-12-10
El Burrito Feliz Winterthur|danielsY6399GU|1|2017-05-13
El Burrito Feliz Winterthur|Reisender517|2|2017-05-07
El Burrito Feliz Winterthur|Cosmopolitan384661|5|2017-04-26
El Burrito Feliz Winterthur|zupaten|5|2017-04-19
El Burrito Feliz Winterthur|Kayt2538|4|2017-02-24
El Burrito Feliz Winterthur|philippe_lang|5|2017-01-02
El Burrito Feliz Winterthur|chiefdelii|4|2016-12-19
El Burrito Feliz Winterthur|kindashian|4|2016-11-30
El Burrito Feliz Winterthur|JaquesD39|1|2016-09-02
El Burrito Feliz Winterthur|abianp124|5|2016-07-13
El Burrito Feliz Winterthur|Rebecca0110|5|2016-06-10
El Burrito Feliz Winterthur|stephdo999|1|2016-02-06
El Burrito Feliz Winterthur|Flores2870|5|2015-12-07
El Burrito Feliz Winterthur|cheeky-kea|4|2015-12-04
El Burrito Feliz Winterthur|SimoneBuehrer|4|2015-12-02
El Burrito Feliz Winterthur|Chrea|5|2015-07-22
El Burrito Feliz Winterthur|michaelsX6571GM|4|2015-01-18
El Burrito Feliz Winterthur|andreassS3626YT|4|2014-10-15
El Burrito Feliz Winterthur|wenes2014|5|2014-07-15
El Burrito Feliz Winterthur|michibieri|4|2013-07-15
El Burrito Feliz Winterthur|jainrishabh85|2|2019-03-19
El Burrito Feliz Winterthur|georgiou-julian|4|2016-12-27
El Burrito Feliz Winterthur|766carlosg|5|2015-12-15
El Burrito Feliz Winterthur|BCG84|4|2015-12-15
El Burrito Feliz Winterthur|tripchickk|5|2015-11-15
El Burrito Feliz Winterthur|822philipm|4|2015-10-26
El Burrito Feliz Winterthur|FormerCaliBoy|3|2015-10-20
El Burrito Feliz Winterthur|Atansio76|4|2015-06-13
El Burrito Feliz Winterthur|sebsiglocj|4|2015-02-14
El Burrito Feliz Winterthur|Fco_MV|4|2014-05-17
El Burrito Feliz Winterthur|achel69inman|4|2013-07-14
Manta|he333|5|2023-04-14
Manta|global-swiss|3|2020-03-10
Manta|FrequentFlier751656|3|2019-11-11
Manta|8911602|3|2019-05-15
Manta|MissMotze|3|2019-05-03
Manta|413ren_k|4|2018-10-26
Manta|jolandas811|5|2018-10-16
Manta|Illnauer1291|5|2018-09-17
Manta|ClaudeJaermann|5|2018-06-06
Manta|dynueesch|5|2017-09-25
Manta|Choli74|1|2017-04-15
Manta|Bruno0263|1|2016-11-22
Manta|Satoriosaka|4|2016-08-08
Manta|abianp124|3|2016-07-13
Manta|pekkaxcv|4|2016-02-19
Manta|777stefanu|5|2016-01-25
Manta|Flores2870|4|2015-12-07
Manta|h8400|4|2015-11-30
Manta|Tiibor|5|2015-11-18
Manta|angelasQ2109ZU|5|2015-06-26
Manta|880basilm|4|2015-06-19
Manta|mitte|5|2015-01-09
Manta|DelPantalone|4|2020-02-20
Manta|NickBaba17|3|2019-03-25
Manta|Bonnie-hello|3|2018-05-26
Manta|UAEmate|5|2017-05-15
Residenz Restaurant|Navigator17989329330|5|2024-07-07
Residenz Restaurant|Ursula-0123|4|2019-04-29
Residenz Restaurant|universalservice|4|2018-05-25
Residenz Restaurant|Lizarazu333|5|2018-05-03
Residenz Restaurant|brunok795|5|2018-05-03
Residenz Restaurant|amelliger|4|2017-12-21
Sumak Sumak|nadinevoni|5|2024-07-22
Sumak Sumak|ChefkochSchweiz|4|2024-04-14
Sumak Sumak|Malile65|5|2022-10-14
Restaurant Orsini|546fr_d_rict|5|2022-06-10
Restaurant Orsini|nziman|5|2020-01-27
Restaurant Orsini|492fsb|5|2019-02-01
Restaurant Orsini|augundohr1|4|2018-08-28
Pizzeria La Mirada|SerpenT1|3|2023-02-21
Pizzeria La Mirada|Ceg1728|4|2018-08-17
Pizzeria La Mirada|SwissJE|5|2018-07-24
Pizzeria La Mirada|schnei|5|2017-07-10
Pizzeria La Mirada|Duvaud|5|2017-07-10
Pizzeria La Mirada|Tikitom_Casper|4|2017-05-10
Pizzeria La Mirada|Teddli6162|5|2017-03-19
Pizzeria La Mirada|amelliger|4|2017-03-06
Pizzeria La Mirada|CherryDarling33|3|2016-02-22
Pizzeria La Mirada|mozart314|4|2016-02-02
Pizzeria La Mirada|MikeLeeW|4|2015-10-11
Pizzeria La Mirada|WintiFamily|4|2014-11-04
Pizzeria La Mirada|117|3|2014-02-21
Pizzeria La Mirada|Vishwen|5|2015-07-23
Bistro Dimensione|hinterland|5|2023-11-14
Bistro Dimensione|Octopus877|5|2023-07-11
Bistro Dimensione|Vespertilio|5|2022-08-03
Bistro Dimensione|T9194RTpatrickp|5|2017-11-02
Bistro Dimensione|waldegg59c|5|2017-10-23
Bistro Dimensione|augundohr1|4|2017-04-10
Caffè Spettacolo|A2731SGpeterg|5|2020-07-26
Caffè Spettacolo|MartinK6195|1|2017-01-28
Restaurant Eichmuehle|Blaser_Chris|1|2020-07-19
Restaurant Eichmuehle|danig991|2|2019-07-21
Restaurant Eichmuehle|S6091QYangelb|4|2019-06-17
Restaurant Eichmuehle|SerpenT1|3|2018-12-23
Restaurant Eichmuehle|FoodloverCH|1|2018-08-20
Restaurant Eichmuehle|NoraB1989|3|2018-03-08
Restaurant Eichmuehle|thinkaround|3|2017-09-17
Restaurant Eichmuehle|NadjaN1974|5|2017-07-30
Restaurant Eichmuehle|Vicky140|4|2017-01-09
Restaurant Banane|Footbaltraveler|5|2023-11-10
Restaurant Banane|annarosab653|5|2023-09-08
Restaurant Banane|carolinelivia|1|2022-05-13
Restaurant Banane|andn2010|4|2021-11-02
Restaurant Banane|Mala82|4|2020-01-19
Restaurant Banane|MissDiet|1|2019-06-07
Restaurant Banane|katussa|5|2019-03-05
Restaurant Banane|timop481|5|2019-03-01
Restaurant Banane|458melinaa|5|2019-03-01
Restaurant Banane|Tmvs002|4|2019-02-23
Restaurant Banane|Beatrizferreira26|5|2019-02-21
Restaurant Banane|swisslady2|5|2019-02-17
Restaurant Banane|xpaddz|5|2019-02-11
Restaurant Banane|andiaz|5|2019-02-10
Restaurant Banane|maria4691_80|5|2019-02-10
Restaurant Banane|Katharina1312b|5|2019-02-09
Restaurant Banane|LarsVonholzen|5|2019-02-07
Restaurant Banane|sefrau2019|5|2019-02-07
Restaurant Banane|Romanobastian|5|2019-02-07
Restaurant Banane|Alessia071217|5|2019-02-06
Restaurant Banane|pionier8|4|2018-12-10
Restaurant Banane|sefroschk|3|2018-11-18
Restaurant Banane|Admira8400|2|2018-10-30
Restaurant Banane|CellaZimmi|5|2018-06-07
Restaurant Banane|580philipph|5|2018-05-28
Restaurant Banane|CellaZimmi|4|2018-05-05
Restaurant Banane|apinBasel|4|2018-03-03
Restaurant Banane|ka18041969|5|2017-05-25
Restaurant Banane|zzweitunterwegs|2|2017-05-12
Restaurant Banane|peterhunziker|4|2016-09-14
Restaurant Banane|AaronN1195|5|2015-12-28
Restaurant Banane|speranto29|5|2015-10-16
Restaurant Banane|Mascha|4|2012-04-19
Restaurant Banane|yl0ne|5|2020-10-22
Restaurant Banane|affisr|2|2018-10-19
Restaurant Banane|gerlroca|5|2016-12-19
Chez Grisoni Winterthur|DominikR1264|5|2023-07-21
Chez Grisoni Winterthur|assenger29273102753|5|2023-05-18
Chez Grisoni Winterthur|F83S|5|2023-05-14
Chez Grisoni Winterthur|Z9980NKfranks|5|2023-05-14
Chez Grisoni Winterthur|Trek04076789693|5|2022-08-24
Chez Grisoni Winterthur|hilippe_Zemp|5|2022-08-23
Siam Chili|adi-globe|5|2023-04-19
Siam Chili|sabinemN9612JJ|5|2022-05-18
Siam Chili|vonFerato|5|2022-05-15
Siam Chili|KFFrey|5|2022-05-14
Siam Chili|adi-globe|5|2020-12-19
Siam Chili|IreneInd|5|2018-10-09
Restaurant Krone|chfase|5|2024-07-26
Restaurant Krone|Safari50370267421|5|2024-07-24
Restaurant Krone|jollietbeatrice|4|2024-06-11
Restaurant Krone|Tikowi63|3|2024-03-30
Restaurant Krone|peterzwahlen8483|5|2024-03-19
Restaurant Krone|neer11117349581|5|2024-02-17
Restaurant Krone|Explorer66261944238|5|2024-02-11
Restaurant Krone|SLi-ZH|4|2024-01-17
Restaurant Krone|Adventure11606073816|5|2024-01-17
Restaurant Krone|Camper50689433235|2|2023-12-21
Restaurant Krone|gerardodD9439ER|5|2023-11-10
Restaurant Krone|msspanda|5|2023-11-03
Restaurant Krone|wzaech01|4|2023-09-24
Restaurant Krone|Adventure67816128004|5|2023-08-26
Restaurant Krone|user_tobi|5|2023-07-28
Restaurant Krone|sauswthur|5|2023-07-25
Restaurant Krone|YvesGG|5|2023-07-20
Restaurant Krone|RolandHitz|5|2023-05-21
Restaurant Krone|kpi|5|2023-05-17
Restaurant Krone|Resort31926631903|5|2023-05-16
Restaurant Krone|Sightsee18926275671|4|2023-04-06
Restaurant Krone|JudeA199|5|2023-04-05
Restaurant Krone|GoPlaces41498720849|5|2023-03-29
Restaurant Krone|schmitter|4|2023-03-25
Restaurant Krone|Sandholzer2020|5|2023-03-24
Restaurant Krone|246annettep|5|2023-03-19
Restaurant Krone|Aniraisi|5|2023-03-18
Restaurant Krone|heidram|4|2023-03-03
Restaurant Krone|Angela77Eva|4|2023-02-21
Restaurant Krone|katharinawA4874GU|5|2023-02-17
Restaurant Krone|patriziasX8277YP|5|2023-01-27
Restaurant Krone|416stefanm|4|2023-01-14
Restaurant Krone|tempcons|5|2023-01-14
Restaurant Krone|claudia_zueri79|4|2022-11-01
Restaurant Krone|Nestputzer|5|2022-06-14
Restaurant Krone|235sandrab|3|2022-04-02
Restaurant Krone|Travelaround2016|3|2021-08-08
Restaurant Krone|martinwinti1000|5|2020-07-24
Restaurant Krone|Gabrieleontour|5|2020-02-25
Restaurant Krone|schoeflic|5|2019-09-24
Restaurant Krone|martinfY2931HP|5|2019-09-21
Restaurant Krone|avigan|4|2019-09-08
Restaurant Krone|375wernerb|5|2019-06-04
Restaurant Krone|G0urmand01|5|2019-05-11
Restaurant Krone|Schlupi66|5|2019-04-07
Restaurant Krone|madlen_1984|5|2019-03-31
Restaurant Krone|TiKoWi|5|2019-03-24
Restaurant Krone|martinfY2931HP|5|2019-03-21
Restaurant Krone|martinwinti1000|5|2019-02-23
Restaurant Krone|K6002CLstefans|4|2018-11-06
Restaurant Krone|martinwinti1000|5|2018-11-05
Restaurant Krone|augustduenki|3|2018-10-26
Restaurant Krone|max_s953|4|2018-09-24
Restaurant Krone|Jades007|5|2018-08-06
Restaurant Krone|511rolfs|5|2018-07-20
Restaurant Krone|alf_auer|5|2018-07-20
