restaurantName|reviewerId|rating|reviewDate,
Restaurant Krone|pionier8|4|2018-06-10,
Restaurant Krone|ab7111|4|2018-02-09,
Restaurant Krone|mariusfkraemer|5|2017-11-23,
Restaurant Krone|petern822|5|2016-06-02,
Restaurant Krone|t0c|3|2015-02-15,
Restaurant Krone|MZ-CH|5|2015-01-21,
Restaurant Krone|karlr590|1|2014-12-01,
Restaurant Krone|teaage|1|2014-11-01,
Restaurant Krone|go_milo|3|2014-09-01,
Restaurant Krone|hrthfzj|3|2014-08-27,
Restaurant Krone|MaxDolda|5|2014-07-07,
Restaurant Krone|yer|5|2014-02-14,
Restaurant Krone|GerdHarry|5|2013-07-07,
Restaurant Krone|MZ-CH|4|2013-04-19,
Restaurant Krone|moineau_j|1|2012-12-27,
Restaurant Krone|Ael2012|3|2012-08-21,
Restaurant Krone|miggu65|5|2012-06-18,
Restaurant Krone|OliverS831|5|2012-04-27,
Restaurant Krone|NikB545|3|2012-04-22,
Restaurant Krone|biddingpoints|5|2011-12-05,
Restaurant Krone|Satoriosaka|5|2011-10-04,
Restaurant Krone|321claudiak|3|2017-09-28,
Restaurant Krone|UlsanHappyMan|2|2017-07-09,
Incontro|MZ-CH|5|2018-07-09,
Incontro|777stefanu|2|2018-06-24,
Incontro|777stefanu|5|2018-02-11,
Incontro|simonmM8310DK|5|2017-05-18,
Incontro|RomanoR44|5|2017-01-17,
Incontro|MZ-CH|5|2016-02-20,
Incontro|jeeman06o|4|2019-09-06,
Restaurant Argana|19estherb|5|2015-01-07,
Restaurant Argana|Mila9091|4|2014-11-01,
Restaurant Argana|stephdo999|5|2014-09-05,
Restaurant Argana|BearFox2020|4|2014-09-07,
Gocha Bar & Restaurant|E6334ZQmichelleb|5|2024-02-17,
Gocha Bar & Restaurant|Camper29086361076|1|2023-12-29,
Gocha Bar & Restaurant|ALA7111|5|2023-11-09,
Gocha Bar & Restaurant|Claudy1571|5|2023-10-31,
Euro Pizza|jorinag2019|5|2019-12-08,
Euro Pizza|ISRASWISS|5|2019-03-19,
Euro Pizza|SandroA|4|2017-07-03,
Euro Pizza|821tanjab|4|2017-05-11,
Euro Pizza|482claudiav|5|2017-01-17,
Euro Pizza|Alessiiiio|3|2016-12-16,
Euro Pizza|mitte|5|2016-09-03,
Euro Pizza|CherryDarling33|5|2015-11-23,
Euro Pizza|S4350JAlucar|5|2015-04-29,
Euro Pizza|RetoG248|4|2015-03-29,
Euro Pizza|mikemX3407GZ|5|2015-09-01,
Locanda Trivisano|Connector331581|2|2024-01-26,
Locanda Trivisano|kurtw596|5|2024-01-01,
Locanda Trivisano|65berndk|4|2023-10-17,
Locanda Trivisano|hgutmann|4|2022-08-06,
Locanda Trivisano|thozer|4|2022-06-12,
Locanda Trivisano|FamuBusinessReisen|5|2020-09-09,
Locanda Trivisano|720annettep|5|2020-08-21,
Locanda Trivisano|Salvatore2608|4|2019-11-01,
Locanda Trivisano|847birgitw|5|2019-07-18,
Locanda Trivisano|SarahS13288|5|2019-05-15,
Locanda Trivisano|Fibi83|4|2019-05-07,
Locanda Trivisano|ursina1|5|2019-03-23,
Locanda Trivisano|ukyonline|4|2018-12-11,
Locanda Trivisano|peterbZ3522EQ|4|2018-12-02,
Locanda Trivisano|542rogerr|5|2018-12-02,
Locanda Trivisano|AdaB107|5|2018-10-12,
Locanda Trivisano|arlicht55|4|2018-10-10,
Locanda Trivisano|Marcheline111|4|2018-07-14,
Locanda Trivisano|Z1432GQsimong|4|2018-03-19,
Locanda Trivisano|BBlattmer|4|2018-02-04,
Locanda Trivisano|777stefanu|2|2018-01-10,
Locanda Trivisano|GabrielaN_11|1|2017-12-29,
Locanda Trivisano|WATCH2013|3|2017-11-20,
Locanda Trivisano|Chantal_ZH70|4|2017-09-15,
Locanda Trivisano|Neuzmirsk|5|2017-07-11,
Locanda Trivisano|MarkWinti|4|2017-04-16,
Locanda Trivisano|Verdant81|5|2017-02-23,
Locanda Trivisano|uisim72|4|2017-02-01,
Locanda Trivisano|thozer|4|2017-01-04,
Locanda Trivisano|amelliger|5|2016-12-21,
Locanda Trivisano|BBlattmer|4|2016-12-19,
Locanda Trivisano|_regional_saisonal_|3|2016-09-16,
Locanda Trivisano|Suri-from-Winterthur|4|2016-08-06,
Locanda Trivisano|Jengeli|4|2016-06-15,
Locanda Trivisano|Orca-Belva|5|2016-06-07,
Locanda Trivisano|Gerhard_Fehr|5|2016-05-26,
Locanda Trivisano|GabrielaN_11|5|2016-04-07,
Locanda Trivisano|746selinas|5|2016-04-04,
Locanda Trivisano|FlyGripen|5|2016-03-12,
Locanda Trivisano|BE_Bike_Trip|4|2016-02-16,
Locanda Trivisano|Chrigel2014|4|2016-02-16,
Locanda Trivisano|go_milo|2|2015-11-30,
Locanda Trivisano|cheeky-kea|4|2015-10-22,
Locanda Trivisano|aluzi|4|2015-10-14,
Locanda Trivisano|h8400|5|2015-08-30,
Locanda Trivisano|F4683PHmartinw|2|2015-08-23,
Locanda Trivisano|Radvila|5|2015-05-30,
Locanda Trivisano|Soledad6|3|2015-04-08,
Locanda Trivisano|t0c|4|2015-04-06,
Locanda Trivisano|Salvatore2608|5|2015-03-28,
Locanda Trivisano|aco_Switzerland|5|2014-12-30,
Locanda Trivisano|LucySkrovan|4|2019-04-24,
Locanda Trivisano|365Rainbow|4|2016-10-26,
Locanda Trivisano|johnfA9660ZX|5|2015-12-24,
Locanda Trivisano|279chantalh|5|2015-09-28,
Rosa Pulver|DerGast111|4|2024-06-27,
Rosa Pulver|880basilm|5|2024-06-14,
Rosa Pulver|Dreamer51735179895|5|2024-05-04,
Rosa Pulver|Happiness56169023483|5|2024-04-06,
Rosa Pulver|NordicBrewer|2|2023-12-05,
Rosa Pulver|Friitig|5|2022-08-03,
Restaurant alte Mühle|SwissTraveller60|5|2022-07-23,
Restaurant alte Mühle|xelman46|5|2019-03-25,
Restaurant alte Mühle|jurgastettler_CH|5|2018-11-11,
Restaurant alte Mühle|andg222|5|2018-07-20,
Restaurant alte Mühle|Bari8542|5|2017-03-14,
Restaurant alte Mühle|GuidoM992|5|2017-02-05,
Restaurant alte Mühle|annaWinterthur|3|2017-02-01,
Restaurant alte Mühle|mercedes109|4|2016-12-27,
Restaurant alte Mühle|Foodi77|4|2016-08-17,
Restaurant alte Mühle|markussI2648HW|4|2016-08-04,
Restaurant alte Mühle|776andr_s|5|2016-05-22,
Restaurant alte Mühle|456marcelr|5|2016-03-01,
Restaurant alte Mühle|Bari8542|5|2016-02-15,
Restaurant alte Mühle|84marcf|5|2015-04-25,
Restaurant alte Mühle|Trubels|5|2015-04-19,
Restaurant alte Mühle|GuidoM992|5|2015-02-15,
Restaurant alte Mühle|Bzw|5|2015-01-07,
Restaurant alte Mühle|Trubels|5|2014-12-07,
Restaurant Rössli|J9863MBbrunob|5|2023-08-22,
Restaurant Rössli|amueller123|4|2023-02-04,
Pizzeria al Agi-M|prisum1961|5|2019-12-15,
Pizzeria al Agi-M|haraldbugmann|5|2019-10-26,
Pizzeria al Agi-M|stephdo999|5|2020-04-11,
Wintialp|Q933AFkarinf|5|2024-02-02,
Wintialp|Y9576MRpatrickh|5|2024-01-30,
Wintialp|Resort53787560652|4|2024-01-28,
Wintialp|Modric1999|5|2024-01-25,
Wintialp|457roxanes|5|2024-01-22,
Wintialp|brunolT6463ME|5|2024-01-21,
Wintialp|Voyage16411024583|5|2024-01-21,
Wintialp|Voyager38097995640|5|2024-01-14,
Wintialp|889ellik|5|2024-01-13,
Wintialp|Navigate04024793030|5|2024-01-08,
Wintialp|Vacation32733071854|5|2024-01-06,
Wintialp|helvetic15|5|2023-12-30,
Wintialp|stehopp|5|2023-12-30,
Wintialp|markuswQ2473HV|5|2023-12-26,
Wintialp|W4925KAlaras|5|2023-12-24,
Wintialp|markusfQ3458KO|5|2023-12-20,
Wintialp|sandymP4371NK|5|2023-12-19,
Wintialp|Escape68530853485|5|2023-12-16,
Wintialp|saka73|5|2023-12-16,
Wintialp|sihege|4|2023-12-14,
Wintialp|nesmY6810XZ|5|2023-12-13,
Wintialp|763rahelm|4|2023-12-12,
Wintialp|Lucamataro|5|2023-12-11,
Wintialp|S6298YYsandram|5|2023-12-08,
Wintialp|A6205XXmartinl|5|2023-12-07,
Wintialp|anamariafG5967YZ|5|2023-12-04,
Wintialp|patr_ciasQ1388CR|5|2023-11-27,
Wintialp|NoeKiwjell|5|2023-11-22,
Wintialp|dymisler|5|2023-11-21,
Wintialp|natomU6716PZ|4|2023-11-20,
Wintialp|MariZehn|5|2023-02-04,
Wintialp|aenchel|5|2022-12-14,
Wintialp|Sune0709|4|2022-11-27,
Wintialp|dymisler|5|2022-11-17,
Wintialp|542rogerr|5|2022-03-14,
Wintialp|831franziskab|5|2022-01-21,
Wintialp|A6205XXmartinl|5|2021-12-09,
Wintialp|bitingfish|5|2021-12-01,
Wintialp|saka73|5|2021-11-24,
Wintialp|dyvoseen|5|2021-11-20,
Wintialp|dymisler|5|2020-11-14,
Wintialp|mdoutaz|1|2020-02-23,
Wintialp|uhestoerer|5|2020-02-09,
Wintialp|casta80|5|2020-01-31,
Wintialp|aenchel|5|2019-12-23,
Wintialp|A6205XXmartinl|5|2019-12-11,
Wintialp|kanada11|5|2019-11-29,
Wintialp|dyvoseen|5|2019-11-14,
Wintialp|SarahS13288|4|2019-01-14,
Wintialp|amnet2014|5|2019-01-13,
Wintialp|Salvatore2608|4|2019-01-10,
Wintialp|antonija33|5|2018-12-28,
Wintialp|ukyonline|2|2018-12-18,
Wintialp|M1393SDsandram|2|2018-12-10,
Wintialp|536simoneb|5|2018-12-09,
Wintialp|n_switzerland|5|2018-11-28,
Wintialp|deanbY9340UP|5|2018-10-02,
Wintialp|amnet2014|3|2017-11-14,
Wintialp|deanbY9340UP|5|2019-11-22,
Café Bistro 'Am Römerholz'|BrigitteHuber-Jordi|3|2023-09-06,
Café Bistro 'Am Römerholz'|WATCH2013|1|2018-04-09,
Café Bistro 'Am Römerholz'|NikB545|3|2016-05-15,
Café Bistro 'Am Römerholz'|RitaZ645|5|2015-10-25,
Café Bistro 'Am Römerholz'|La_Ginette|4|2015-08-11,
Café Bistro 'Am Römerholz'|Zenzi13|4|2014-10-15,
Café Bistro 'Am Römerholz'|969verenat|4|2014-10-14,
Café Bistro 'Am Römerholz'|SabineI563|5|2014-03-10,
Café Bistro 'Am Römerholz'|820astridm|5|2013-10-13,
Café Bistro 'Am Römerholz'|stephdo999|5|2013-04-08,
Café Bistro 'Am Römerholz'|MarkusBtz|5|2012-12-01,
Café Bistro 'Am Römerholz'|stephdo999|5|2012-04-01,
Café Bistro 'Am Römerholz'|cougar060|4|2011-08-06,
Café Bistro 'Am Römerholz'|605ailbhef|3|2020-02-13,
Café Bistro 'Am Römerholz'|meinelauri|5|2019-02-17,
Café Bistro 'Am Römerholz'|Apenzeller|5|2018-06-01,
Café Bistro 'Am Römerholz'|TheFabRitz|5|2017-08-13,
Café Bistro 'Am Römerholz'|nab88|4|2016-03-03,
Café Bistro 'Am Römerholz'|138haimv|5|2016-02-05,
Café Bistro 'Am Römerholz'|Zurich71|5|2015-06-07,
Domino's Pizza Winterthur Neuwiesen|XELA91|5|2020-12-21,
Gutschick|marcogU5511CN|5|2024-02-25,
Gutschick|AMD-Travel-CH|4|2023-11-19,
Gutschick|Cruiser43025095880|5|2023-10-28,
Gutschick|SerpenT1|3|2023-09-28,
Gutschick|gurktaler|5|2023-06-16,
Gutschick|SerpenT1|5|2022-08-16,
Gutschick|absw_oberstufe|5|2022-05-28,
Gutschick|551nadinem|5|2022-05-02,
Gutschick|MonikaK9238|5|2022-05-02,
Gutschick|MonikaK9238|5|2022-01-26,
Gutschick|peterroetheli|5|2020-12-05,
Gutschick|peterroetheli|5|2020-11-03,
Gutschick|MonikaK9238|5|2020-08-03,
Gutschick|22SandroF|5|2019-02-24,
Gutschick|Kathikathi123|5|2019-02-10,
Gutschick|Mezler|5|2019-01-20,
Gutschick|MonikaK9238|5|2018-12-03,
Gutschick|MonikaK9238|5|2018-10-15,
Gutschick|traegerharald|5|2018-10-06,
Gutschick|Salvatore2608|4|2018-07-14,
Gutschick|traegerharald|5|2018-05-25,
Gutschick|Samba2007|4|2018-05-13,
Gutschick|MonikaK9238|5|2017-10-19,
Gutschick|hannesjohan|5|2017-08-26,
Gutschick|chepassa|5|2017-08-21,
Gutschick|Muuude|5|2017-08-08,
Gutschick|551nadinem|5|2017-05-22,
Gutschick|MonikaK9238|5|2017-05-22,
Gutschick|Widmausl|2|2017-01-18,
Gutschick|NiciW30|4|2017-01-14,
Gutschick|AdrianW3187|5|2016-09-04,
Gutschick|246giovannis|4|2016-08-14,
Gutschick|beiztester|4|2016-08-12,
Gutschick|TravelNishi|3|2016-07-31,
Gutschick|184Mosey|4|2016-06-21,
Gutschick|Jochanan658|3|2016-06-05,
Gutschick|markwU749CK|4|2016-05-29,
Gutschick|Jochanan658|4|2016-04-25,
Gutschick|corinnegemperli|5|2016-04-02,
Gutschick|marinawinti|5|2016-03-28,
Gutschick|Michelis_8360|5|2015-07-23,
Gutschick|Gogg1|5|2015-04-06,
Gutschick|RetoG248|4|2015-03-30,
Gutschick|Jochanan658|4|2014-05-29,
Gutschick|GeriM489|4|2014-01-22,
Gutschick|Jochanan658|4|2014-01-03,
Gutschick|TheRealBaGEL|5|2016-11-06,
Yooji's Kesselhaus|Sune0709|4|2023-08-07,
Yooji's Kesselhaus|hgutmann|4|2020-10-03,
Yooji's Kesselhaus|kloten|5|2019-03-20,
Yooji's Kesselhaus|Animore3|5|2019-03-19,
Yooji's Kesselhaus|nnyb728|3|2019-01-03,
Yooji's Kesselhaus|Waikoloha|5|2018-11-15,
Yooji's Kesselhaus|claudiasA7680KV|5|2018-04-24,
Yooji's Kesselhaus|Schlosswiler|4|2017-11-27,
Yooji's Kesselhaus|Roemiii|5|2017-10-18,
Yooji's Kesselhaus|Admira8400|4|2017-07-17,
Yooji's Kesselhaus|pumpeline|5|2017-06-30,
Yooji's Kesselhaus|Admira8400|4|2017-06-03,
Yooji's Kesselhaus|A5811UIvanessas|5|2017-03-24,
Yooji's Kesselhaus|peggytime78|5|2017-03-14,
Yooji's Kesselhaus|Waterpolo1s|4|2016-09-08,
Yooji's Kesselhaus|bart_simpson46|3|2016-07-14,
Yooji's Kesselhaus|Satoriosaka|2|2016-04-21,
Yooji's Kesselhaus|martinwinti1000|5|2016-04-02,
Yooji's Kesselhaus|amermi|4|2015-08-23,
Yooji's Kesselhaus|valerieh251|4|2015-07-26,
Yooji's Kesselhaus|EarwenEarendil|5|2015-06-22,
Yooji's Kesselhaus|swissy1983|4|2015-05-18,
Yooji's Kesselhaus|Nibosan|5|2015-03-10,
Yooji's Kesselhaus|aco_Switzerland|5|2014-11-09,
Yooji's Kesselhaus|842MarkB|4|2013-07-28,
Yooji's Kesselhaus|sandra572|5|2013-03-26,
Yooji's Kesselhaus|Sakkura|2|2013-03-22,
Yooji's Kesselhaus|stephdo999|4|2012-12-01,
Yooji's Kesselhaus|yenikoy34|4|2019-10-11,
Yooji's Kesselhaus|heartformosa|1|2017-01-05,
Yooji's Kesselhaus|Ev-K-Wa|4|2015-07-08,
Yooji's Kesselhaus|Sil543|5|2015-01-07,
Tandoor Restaurant|645ursl|5|2023-11-19,
Tandoor Restaurant|Navigate64631428994|5|2023-10-01,
Tandoor Restaurant|A1601GTthomasw|4|2021-09-01,
Tandoor Restaurant|amorany|3|2021-08-12,
Tandoor Restaurant|BUW8400|5|2021-04-20,
Tandoor Restaurant|tempcons|5|2020-10-17,
Tandoor Restaurant|Gastroreferenz|4|2019-12-16,
Tandoor Restaurant|ElisabethB634|4|2019-11-27,
Tandoor Restaurant|baleksi|5|2019-03-30,
Tandoor Restaurant|schnei|5|2019-01-05,
Tandoor Restaurant|hrd49|5|2018-12-19,
Tandoor Restaurant|448matthiast|4|2018-08-13,
Tandoor Restaurant|413ren_k|4|2018-04-26,
Tandoor Restaurant|IngridG5|5|2018-03-15,
Tandoor Restaurant|T9194RTpatrickp|2|2018-02-21,
Tandoor Restaurant|ziskaemily|5|2018-02-03,
Tandoor Restaurant|Gastroreferenz|4|2017-12-22,
Tandoor Restaurant|janices879|4|2017-11-18,
Tandoor Restaurant|aurarM6578FV|5|2017-04-30,
Tandoor Restaurant|sli|5|2017-04-14,
Tandoor Restaurant|XELA91|5|2017-01-26,
Tandoor Restaurant|kiwijazz|3|2017-01-01,
Tandoor Restaurant|aco_Switzerland|2|2016-08-20,
Tandoor Restaurant|Sceadu74|4|2016-03-07,
Tandoor Restaurant|FlyGripen|4|2016-02-11,
Tandoor Restaurant|DoroD_13|3|2016-02-03,
Tandoor Restaurant|amariena|5|2015-12-14,
Tandoor Restaurant|ElisabethB634|4|2015-12-09,
Tandoor Restaurant|h8400|5|2015-11-06,
Tandoor Restaurant|55amirs|1|2015-10-21,
Tandoor Restaurant|Fishermansfriend2015|4|2015-10-03,
Tandoor Restaurant|Chr15714n|5|2015-09-13,
Tandoor Restaurant|RenatoW_13|5|2015-07-22,
Tandoor Restaurant|stephdo999|5|2015-06-24,
Tandoor Restaurant|880basilm|4|2015-06-19,
Tandoor Restaurant|NicoleB83B|4|2015-03-28,
Tandoor Restaurant|gisingen|4|2015-01-07,
Tandoor Restaurant|mrgoagoa|5|2014-12-20,
Tandoor Restaurant|stephdo999|5|2014-09-05,
Tandoor Restaurant|Mvvri|4|2013-12-27,
Tandoor Restaurant|SapporoH|1|2013-08-24,
Tandoor Restaurant|gobehok|4|2013-05-26,
Tandoor Restaurant|stephdo999|4|2012-12-01,
Tandoor Restaurant|MarkusBtz|4|2012-12-01,
Tandoor Restaurant|Steibock|5|2012-08-22,
Tandoor Restaurant|shadylau|4|2019-10-07,
Tandoor Restaurant|Nomad70884|4|2019-08-07,
Tandoor Restaurant|heidis641|5|2018-12-22,
Tandoor Restaurant|RaymondRoesti|3|2016-11-18,
Tandoor Restaurant|HarmonyV92|5|2016-08-17,
Tandoor Restaurant|S7094JCchrisl|4|2015-12-05,
Tandoor Restaurant|skomar|5|2015-09-08,
Tandoor Restaurant|6foot8Chrispy|4|2015-08-21,
Tandoor Restaurant|922andrew|5|2015-07-09,
Tandoor Restaurant|v_roniquek933|5|2015-05-28,
Tandoor Restaurant|344jurajs|5|2015-02-27,
Tandoor Restaurant|sanjaylakhera|5|2014-09-08,
Tandoor Restaurant|Verma_Yk|5|2013-10-15,
Tandoor Restaurant|Atanu_13|4|2013-05-02,
Tandoor Restaurant|LakeHouse53081|4|2013-02-24,
Tandoor Restaurant|nitinsachdeva|3|2012-09-16,
Tandoor Restaurant|Liz_D27|4|2012-09-01,
Tandoor Restaurant|MehakG|5|2012-08-24,
Frischtheke Café & Bistro|happy188112|5|2023-10-11,
Tibet Bistro|pification|5|2023-11-07,
Tibet Bistro|NiciHas|3|2020-09-18,
Tibet Bistro|Lololocococo|5|2019-05-21,
Tibet Bistro|bernardf135|5|2018-11-10,
Tibet Bistro|Mala82|4|2018-09-01,
Tibet Bistro|S4541HTneilh|5|2018-03-04,
Tibet Bistro|xli192019|4|2017-10-27,
Tibet Bistro|Gloor_M|4|2017-08-25,
Tibet Bistro|LeaG443|5|2017-08-03,
Tibet Bistro|tangimoana|5|2017-08-03,
Tibet Bistro|18Martina18|4|2017-05-09,
Tibet Bistro|marcelinauen|5|2017-03-04,
Tibet Bistro|Quincylein|5|2016-10-30,
Tibet Bistro|RaschiK1|5|2016-09-23,
Tibet Bistro|Foodi77|4|2016-05-04,
Tibet Bistro|MinnieMcG|4|2015-11-09,
Tibet Bistro|Wittyarwen|5|2014-10-10,
Tibet Bistro|mrsorso|5|2014-10-03,
Tibet Bistro|Springfloh|5|2012-10-19,
Tibet Bistro|Ael2012|4|2012-08-21,
Tibet Bistro|OliverS831|4|2012-04-27,
Tibet Bistro|stephdo999|4|2011-07-28,
Tibet Bistro|Inspheration|5|2011-01-17,
Tibet Bistro|JaCoWi|5|2020-07-21,
Tibet Bistro|aretta2014|2|2019-05-09,
Tibet Bistro|mrsfruitloops|5|2019-04-02,
Tibet Bistro|100mathieuh|4|2017-07-26,
Tibet Bistro|christianb465|5|2016-06-29,
Tibet Bistro|539rahulj|5|2016-03-13,
Gianni's Pizzeria|Inspire39176993841|4|2024-07-13,
Gianni's Pizzeria|mishav148|5|2023-06-17,
Gianni's Pizzeria|mishav148|5|2023-02-28,
Gianni's Pizzeria|absw_oberstufe|5|2021-11-22,
Gianni's Pizzeria|SerpenT1|1|2018-07-12,
Gianni's Pizzeria|ClaudeJaermann|5|2017-10-27,
Gianni's Pizzeria|123456789lisa|5|2017-05-08,
Gianni's Pizzeria|XELA91|2|2016-12-26,
Gianni's Pizzeria|Steevestevensens|5|2016-10-23,
Gianni's Pizzeria|marinawinti|4|2016-03-28,
Gianni's Pizzeria|3943HHcatherinef|5|2016-02-09,
Gianni's Pizzeria|WernerB600|4|2014-12-08,
Gianni's Pizzeria|Jochanan658|5|2014-03-22,
Gianni's Pizzeria|757kenr|5|2019-08-07,
Gianni's Pizzeria|55alir|5|2014-07-05,
Big Burger|Traveler54336802857|4|2023-10-29,
Big Burger|noneofy293|2|2023-08-04,
Tres Amigos Winterthur|1franzip|2|2024-05-01,
Tres Amigos Winterthur|LukasGerosa|1|2023-08-28,
Tres Amigos Winterthur|hgutmann|4|2023-02-11,
Tres Amigos Winterthur|Wunderbeiz|4|2022-08-26,
Tres Amigos Winterthur|asokm|5|2022-05-27,
Tres Amigos Winterthur|Wunderbeiz|4|2022-02-27,
Tres Amigos Winterthur|3Jumper|4|2020-11-01,
Tres Amigos Winterthur|Muuude|5|2019-09-08,
Tres Amigos Winterthur|DaliyahA|3|2019-08-31,
Tres Amigos Winterthur|SarahS13288|4|2019-08-13,
Tres Amigos Winterthur|Muuude|5|2019-01-23,
Tres Amigos Winterthur|Jades007|1|2018-08-06,
Tres Amigos Winterthur|gandalfw77|1|2018-07-05,
Tres Amigos Winterthur|LeunamGJD|3|2018-04-18,
Tres Amigos Winterthur|huck0815|5|2018-02-06,
Tres Amigos Winterthur|Mala82|3|2017-12-23,
Tres Amigos Winterthur|Muuude|5|2017-12-15,
Tres Amigos Winterthur|andreassS3626YT|4|2017-10-05,
Tres Amigos Winterthur|Ruedi55|4|2017-10-02,
Tres Amigos Winterthur|RolfKH|2|2017-09-29,
Tres Amigos Winterthur|Saeck|5|2017-08-23,
Tres Amigos Winterthur|MatTiger|4|2017-08-17,
Tres Amigos Winterthur|OliverA397|2|2017-06-10,
Tres Amigos Winterthur|587matthiasz|4|2017-04-20,
Tres Amigos Winterthur|ninasI3732FP|2|2017-04-11,
Tres Amigos Winterthur|Verdant81|2|2017-02-23,
Tres Amigos Winterthur|Waterpolo1s|4|2017-02-16,
Tres Amigos Winterthur|peterroetheli|1|2016-12-08,
Tres Amigos Winterthur|Jochanan658|4|2016-11-21,
Tres Amigos Winterthur|794sahraa|5|2016-10-18,
Tres Amigos Winterthur|mariobV6056SG|4|2016-10-02,
Tres Amigos Winterthur|karinlindner|3|2016-09-28,
Tres Amigos Winterthur|Jades007|4|2016-09-15,
Tres Amigos Winterthur|kindashian|4|2016-07-24,
Tres Amigos Winterthur|Jengeli|4|2016-04-06,
Tres Amigos Winterthur|Superhirn|3|2016-03-13,
Tres Amigos Winterthur|queen_bee_winti|4|2016-02-17,
Tres Amigos Winterthur|Andriiin|3|2016-01-18,
Tres Amigos Winterthur|Zonkeydonkey|3|2016-01-17,
Tres Amigos Winterthur|Climbout|4|2016-01-07,
Tres Amigos Winterthur|831matthiase|4|2015-11-11,
Tres Amigos Winterthur|ukyonline|3|2015-07-31,
Tres Amigos Winterthur|uckassor|3|2015-05-22,
Tres Amigos Winterthur|comewithus2|4|2015-05-18,
Tres Amigos Winterthur|Salvatore2608|3|2015-03-28,
Tres Amigos Winterthur|OliverA397|3|2015-03-26,
Tres Amigos Winterthur|Navigate810512|1|2015-02-02,
Tres Amigos Winterthur|abir2014|5|2014-12-17,
Tres Amigos Winterthur|schnitzelbrot|5|2014-10-14,
Tres Amigos Winterthur|timop481|4|2014-09-01,
Tres Amigos Winterthur|Mila9091|2|2014-05-04,
Tres Amigos Winterthur|hilippS247|4|2013-11-30,
Tres Amigos Winterthur|tsunrise|3|2013-07-02,
Tres Amigos Winterthur|Bawidini|1|2013-04-06,
Tres Amigos Winterthur|Mikey-Winti|4|2013-03-20,
Tres Amigos Winterthur|OliverA397|3|2013-01-18,
Tres Amigos Winterthur|tschaese|4|2012-12-19,
Tres Amigos Winterthur|dkraft|4|2012-06-28,
Tres Amigos Winterthur|OliverS831|4|2012-04-27,
Tres Amigos Winterthur|gigiarosa|4|2011-12-26,
Tres Amigos Winterthur|biddingpoints|4|2011-11-28,
Tres Amigos Winterthur|jason7401|3|2011-08-26,
Tres Amigos Winterthur|kayak1234|4|2010-12-13,
Tres Amigos Winterthur|DanielaH1052|3|2008-04-29,
Tres Amigos Winterthur|nab9828|4|2018-10-17,
Tres Amigos Winterthur|Kven_1271|5|2017-06-14,
Tres Amigos Winterthur|99Display_Name99|3|2017-05-20,
Tres Amigos Winterthur|MortenToft|4|2016-11-05,
Tres Amigos Winterthur|snaproll|5|2016-08-21,
Tres Amigos Winterthur|X789NLanas|5|2016-06-25,
Tres Amigos Winterthur|matthipam|4|2016-05-14,
Tres Amigos Winterthur|S7094JCchrisl|4|2015-12-05,
Tres Amigos Winterthur|n65|4|2015-10-01,
Tres Amigos Winterthur|99Display_Name99|4|2015-06-22,
Tres Amigos Winterthur|qr2013|2|2015-05-10,
Tres Amigos Winterthur|alsina1922|1|2015-01-13,
Tres Amigos Winterthur|HonestInfo|2|2014-11-09,
Tres Amigos Winterthur|MrsPoldan|4|2014-05-27,
Tres Amigos Winterthur|mattpink|4|2013-11-09,
Tres Amigos Winterthur|aum625|5|2013-03-09,
Tres Amigos Winterthur|TreeandDonkey|3|2012-11-01,
Tres Amigos Winterthur|stelladellasenna|1|2012-07-15,
Wirtschaft zur Eintracht|swissgolftraveller|5|2023-06-14,
Wirtschaft zur Eintracht|vorn2015|5|2023-02-12,
Wirtschaft zur Eintracht|Georg1967|5|2023-01-26,
Wirtschaft zur Eintracht|haraldbugmann|5|2022-11-26,
Wirtschaft zur Eintracht|Melapos|5|2021-08-16,
Wirtschaft zur Eintracht|Remapugi|5|2020-08-02,
Wirtschaft zur Eintracht|542rogerr|4|2020-05-27,
Wirtschaft zur Eintracht|Hanspi|5|2019-09-26,
Wirtschaft zur Eintracht|baenz-49|4|2019-04-19,
Wirtschaft zur Eintracht|Jochen557|5|2019-04-16,
Wirtschaft zur Eintracht|andn2010|5|2018-12-14,
Wirtschaft zur Eintracht|EveC588|5|2018-08-06,
Wirtschaft zur Eintracht|baleksi|5|2017-07-23,
Wirtschaft zur Eintracht|Spreebogen11|2|2017-07-02,
Wirtschaft zur Eintracht|mercedes109|4|2016-12-27,
Wirtschaft zur Eintracht|T9194RTpatrickp|5|2016-07-31,
Wirtschaft zur Eintracht|ab7111|5|2016-05-29,
Wirtschaft zur Eintracht|RetoG248|5|2016-03-05,
Wirtschaft zur Eintracht|RetoG248|5|2015-10-24,
Wirtschaft zur Eintracht|Hanspi|5|2015-09-11,
Wirtschaft zur Eintracht|RetoG248|5|2015-07-12,
Wirtschaft zur Eintracht|h999|5|2012-05-20,
Wirtschaft zur Eintracht|8304WB|5|2019-04-13,
Wirtschaft zur Eintracht|TastyHomer|4|2014-01-22,
Thai Bistro|BarbaraF8000|5|2024-03-17,
Thai Bistro|jen_kolb|5|2020-11-25,
Thai Bistro|Travelaround2016|4|2020-08-17,
Thai Bistro|TravelNishi|3|2020-06-23,
Thai Bistro|david-f-124267|5|2019-11-11,
Thai Bistro|cundpc|1|2019-11-11,
